ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories
แกงเทโพหมูสามชั้น,"""หมู 3 ชั้น: 400 g.
พริกแกงใต้(แกงเผ็ด): 100 g.
น้ำตาลมะพร้าว: 20 กรัม
ใบมะกรูด: 3 ใบ
มะขามเปียก: 1/2 ช้อนโต๊ะ
น้ำปลาแท้: 2 ช้อนโต๊ะ
ผักบุ้งไทย: 8-10 ต้น
น้ำมันพืช: 1 ช้อนชา
กะทิ: 250 ml.""",42.2,159.1,176.3,2305.9
แกงเลียงปลากรอบ,"""ปลากรอบเอาไปปิ้งหรือเอาไปอบให้หอม แกะเอาแต่เนื้อ: 1 ตัว
น้ำเต้าปอกเปลือก ล้างให้สะอาด หั่นเป็นชิ้นพอดีคำ: 1 ลูกเล็ก
บวบ ฝานคมออกให้หมด ล้างน้ำให้สะอาด หั่นชิ้นพอดีคำ: 1/2 ลูก
ข้าวโพดอ่อน หั่นชิ้นพอดีคำ: 2-3 ฝัก
ใบแมงลักเด็ด ล้างน้ำให้สะอาด สะเด็ดน้ำ: 1/2 ถ้วย
พริกไทยเม็ด: 1/2 ช้อนโต๊ะ
หอมแดง: 4-5 หัว
กุ้งแห้งแช่น้ำให้นิ่ม สะเด็ดน้ำ: 25 กรัม
พริกขี้หนูสด: 10 เม็ด
กะปิ: 1/2 ช้อนโต๊ะ""",119.4,18.3,183.7,1377.1
ปลากะพงทอดน้ำปลา,"""ปลากระพง: 1 ตัว
น้ำมันสำหรับทอด: 
น้ำปลา: 2 ช้อนโต๊ะ
น้ำตาลปี๊บ: 2 ช้อนโต๊ะ
น้ำเปล่า: 1/4 ถ้วย
เม็ดมะม่วงหิมพานต์ ถั่วลิสง: สำหรับโรย
ใบผักชี: สำหรับโรย""",47.8,28.5,162.6,1098.1
แกงบวดฟักทอง,"""ฟักทอง: 100 g
น้ำตาลทราย: 3 ช้อนโต๊ะ
กะทิ: 100 มล.
เกลือ: เล็กน้อย""",19.2,47.4,125.1,1003.8
แกงส้มผักกระเฉด,"""ผักกระเฉด: 300กรัม
กุ้งผ่าหลัง: 5-6ตัว
ปลากระป๋อง: 2กระป๋อง
พริกสด: 50กรัม
พริกแห้งป่น: 2ช้อนชา
หอมแดง: 7-8หัว
กระชาย: 2ช้อนโต๊ะ
กระปิ: 2ช้อนโต๊ะ
เกลือป่น: 1/2ช้อนชา
น้ำตาล: 1ช้อนโต๊ะ
น้ำปลา: 3ช้อนโต๊ะ
น้ำมะขามเปียก: 4ช้อนโต๊ะ
มะนาว: 3ลูก""",147.5,37.7,354.8,2348.5
ก๋วยเตี๋ยวคั่วไก่,"""เส้นใหญ่: 
อกไก่: 
เห็ดหูหนูขาว (ใช้แทนหมึกกรอบ): 
ากผักชี, กระเทียม, พริกไทย (สำหรับหมักไก่): 
ไข่ไก่: 
ซีอิ๊วขาว, ซีอิ๊วดำ, น้ำปลา, ซอสพริก: 
ผักกาดหอม: 
พริกเหลือง, น้ำส้มสายชู (สำหรับทำพริกดอง): 
ไก่เชียง, หนังไก่ (เครื่องโรยหน้า):""",63.1,56.7,202.9,1574.5
แกงเขียวหวานสำเร็จรูป,"""หมูสันใน: 200 กรัม
ผงปรุงรสแกงเขียวหวาน: 1 ซอง
น้ำกะทิ: 100 มล.
ใบมะกรูด: 
โหระพา: 
พริกชี้ฟ้าแดง: 
มะแว้งเขียว: 150 กรัม
น้ำเปล่า: 50 มล.""",46.8,44.5,193.7,1362.5
แกงมัสมั่นไก่,"""สะโพกไก่: 500 กรัม
พริกแกงมัสมั่น: 60 กรัม
กะทิเรียลไทย: 750 มล
ถั่วลิสงคั่ว: 50 กรัม
มันฝรั่ง (หั่นเต๋า): 4-5 ลูก
หอมใหญ่: 2 หัว
น้ำตาลมะพร้าว: 2-3 ชต
น้ำปลาดี: 1-2 ชต
น้ำมะขามเปียก น้ำส้มซ่า: 2-3 ชต
อบเชย โป๊ยกั๊ก: 
ลูกกระวาน ใบกระวาน: 
เกลือ: 1/2 ชช""",55.0,31.2,413.9,2156.4
ข้าวกะเพราไก่ไข่ดาว,"""เนื้อไก่สับ: 70กรัม
ใบกะเพรา: 1ถ้วย
พริกแดงจินดา: 8เม็ด
กระเทียม: 5กลีบ
ซีอิ๊วดำ: 1/2 ชช
ซอสหอยนางรม: 1/2 ช้อนโต๊ะ
น้ำปลา: 1/2 ชต
น้ำตาลทราย: 1ช้อนชา
คนอร์ เนเชอรัล ผงรสหมูสูตรไม่ใส่ผงชูรส: 1ช้อนชา
ไข่ไก่: 1ฟอง
น้ำมันพืช: 
ข้าวสวย: 1ถ้วย""",68.5,127.8,353.0,2836.2
แกงส้มกุ้งสับปะรด,"""กุ้งขาว: 4 ขีด
สับปะรดเปรี้ยวอมหวาน: 1/2 ลูกเล็ก
เครื่องแกงส้มใต้: 2 ช้อนโต๊ะ
กะปิ: 1.5ช้อนโต๊ะ
น้ำปลา: 1.5 ช้อนโต๊ะ
เกลือป่น: 1 หยิบมือ
น้ำตาล: 1.5 ช้อนโต๊ะ
น้ำมะขามเปียก: 1 ถ้วยน้ำซุป
มะนาว: 1.5 ลูก""",69.5,10.9,283.8,1511.3
พะแนงเนื้อ,"""เนื้อวัว: ครึ่งกิโล
พริกแกงพะแนง: 1ขีด
กะทิชาวเกาะ: 1กล่อง
มะเขือพวง: 
ใบมะกรูด: 
พริกแดง: 
น้ำตาล: 
เกลือ:""",35.3,27.2,195.7,1168.8
แกงเขียวหวาน สันในหมู,"""เครื่องแกงเขียวหวาน: 100g
สันในหมู: 400g
มะเขือเปราะ: 100g
มะเขือพวง (ไม่ใส่เพราะไม่ชอบครับ): 0
พริกชี้ฟ้า: นิดหน่อย
โหระพา: นิดหน่อย
กะทิ: 500ml
ซอสหอยนางรม: 3 ชต
น้ำปลา: 4 ชต
น้ำตาล: 4-5 ชช""",56.5,27.8,304.7,1695.0
ฉู่ฉี่ปลาทู,"""ปลาทูสด: 3ตัว
กะทิกล่องอร่อยดี: 250 ml.
พริกแกงเผ็ด: 3 ชต
น้ำปลา: 2 ช้อนโต๊ะ
น้ำตาลปี้บ: 1/2 ช้อนโต๊ะ
ใบมะกรูด: 
พริกแดง:""",45.5,26.3,213.7,1273.5
แกงเลียงกะทิสด,"""กุ้งขาวแกะเปลือกผ่าหลัง: 2 ขีด
หัวหอมแดง: 3 หัว
ข่า(ใส่ดับกลิ่นคาวนิดนึง): 1ช้อนชา
กระชาย: 2ช้อนชา
กะปิ: 1ช้อนชา
พริกไทยขาวเม็ด: 2-3 ช้อนชา
กุ้งแห้ง: 2 ช้อนชา
ฟักทอง: 
ข้าวโพดอ่อน: 
บวบ: 
เห็ดโคนญี่ปุ่น: 
ใบแมงลัก: 1ขีด
กะทิสด: 1/2 ถ้วย
น้ำปลา ตามชอบ เราใส่แค่: 1ช้อน""",165.0,80.6,324.2,2682.2
ปลาทอดขมิ้น,"""ปลาทะเล ขอดเกล็ด ควักไส้ บั้ง: 
กระเทียม: 
ขมิ้น:""",24.3,2.9,60.1,363.7
ฉู่ฉี่ปลานิล (สูตรคุณยาย),"""ปลานิล: 1 ตัว
พริกแกงเผ็ด: 3 ช้อนโต๊ะ
ใบมะกรูดหั่นฝอย ประมาณ: 1 ½ ช้อนโต๊ะ
น้ำปลา: 3 ช้อนโต๊ะ
น้ำตาล: 1 ½ ช้อนโต๊ะ
ผงชูรส: 1 ช้อนชา
น้ำมันพืช:""",41.0,105.3,204.2,1928.5
ต้มโคล้งปลากรอบ,"""ปลาทับทิมทอดกรอบ: 1 ตัว
เห็ดฟาง: 5 ลูก
ใบกระเพรา: 1 ก้าน
ผักชีฝรั่ง: 2 ต้น
มะเขือเทศ: 3 ลูก
หอมแดง: 4 หัว
ข่า: 5 แว่น
ตะไคร้: 1 ต้น
พริกแดง: 5 ดอก
พริกแห้ง: 2ดอก
ใบมะกรูด: 2ใบ
มะนาว: 5 ช้อนโต๊ะ
น้ำเปล่า: 1 ถ้วยตวง
น้ำปลา: 5 ช้อนโต๊ะ
น้ำตาล: 2 ช้อนชา
เกลือ: 1/2 ช้อนชา""",50.4,29.1,395.3,2044.7
แกงส้มผักรวมปลากระพง,"""เนื้อปลากระพง: 250 g.
พริกแกงส้ม: 2-3 ช้อนโต๊ะ
มะละกอ: 100 g.
หัวไชเท้า,แครอท: 100 g.
ผักบุ้งไทย: 100 g.
ถั่วฝักยาว,ถั่วพู: 100 g.
น้ำมะขามเปียก: 4-5 ช้อนโต๊ะ
น้ำตาลมะพร้าว: 1-2 ช้อนโต๊ะ
น้ำปลาดี: 3 ช้อนโต๊ะ
เกลือ: 1/2 ช้อนชา
น้ำเปล่า: 3 ถต.""",67.8,7.5,232.6,1269.1
น้ำตกเนื้อ,"""เนื้อสันนอกติดมัน: 1 ชิ้น
น้ำปลาดี: 2 ชต
มะนาว: 1-2 ลูก
พริกป่น: 1 ชต
ข้าวคั่ว: 1 ชต
หอมแดง: 5 หัว
ต้นหอม: 2 ต้น
ผักชีฝรั่ง,สะระแหน่: 
ใบมะกรูดซอย: 4-5 ใบ
พริกขี้หนู,กระเทียม: 
ผงคนอร์อร่อยชัวร์: 1 ชช""",65.4,18.7,262.5,1479.9
ขนมจีนน้ำยากะทิไก่ข้น (หลัวรักหลัวหลง),"""เนื้ออกไก่: 
กะทิ: 
น้ำปลา: 
ปลาร้า (ตามชอบ): 
พริกแห้ง หอมแดง กระเทียม ตะไคร้ ใบมะกรูด กระชาย:""",46.9,33.2,68.9,762.0
ขนมจีนแกงไตปลา,"""ไตปลา: 1 ถ้วย
ข่า: 6 แว่น
ตะไคร้: 3 ต้น
ใบมะกรูด: 10 ใบ
น้ำเปล่า: 4 ถ้วย
พริกแกงไตปลา: 1/4 ถ้วย
เนื้อปลาย่าง: 1 ถ้วย
หน่อไม้ต้ม: 1 ถ้วย
ฟักทอง: 1 ถ้วย
ถั่วฟักยาว: 1/2 ถ้วย
มะเขือเปราะ: 1/2 ถ้วย
มะเขือพวง: 1/4 ถ้วย
้น้ำมะขามเปียก: 1/4 ถ้วย
น้ำตาลปี๊บ: 1 ช้อนโต๊ะ
ขนมจีน: ตามชอบ""",68.7,66.7,391.1,2439.5
ต้มจืดมะระยัดไส้,"""มะระ: 
หมูสับ: 
วุ้นเส้น: 
พริกไทย: 
ซอสหอยนางรม: 
ผงปรุงรส: 
ซุปก้อน: 
น้ำเปล่า: 
รากผักชี: 
ผักชี: 
เก๋ากี้: 
เห็ดหอม:""",57.8,25.7,239.7,1421.3
ผัดกะเพรากุ้ง,"""กุ้งแกะเปลือก: 15 ตัว
พริกชี้ฟ้าและกระเทียมโขลก: 1 ช้อนโต๊ะ
ใบกะเพรา: ตามชอบ
น้ำตาลทราย: 2 ช้อนชา
น้ำปลา: 1 ช้อนโต๊ะ
น้ำมันรำข้าวสำหรับผัด:""",29.6,109.1,265.4,2161.9
ข้าวกะเพราเนื้อสับ-ไข่ดาว,"""เนื้อวัวสับ: 70กรัม
พริกแดงจินดา: 4 เม็ด
กระเทียมสับ: 3 กลีบ
น้ำปลา: 1 ช้อนโต๊ะ
ซีอิ๊วขาว: 1/2 ช้อนโต๊ะ
น้ำตาลทราย: 1 ช้อนชา
ใบกะเพรา (ตามชอบ): 1กำ
น้ำมันรำข้าว 2 ช้อนโต๊ะ: 2 ช้อนโต๊ะ""",45.6,105.3,270.0,2210.1
ผัดกะเพรากุ้ง,"""กุ้งสดปอกเปลือก: 500 กรัม
ผงปรุงรสผัดกะเพราสำเร็จรูป: 1 ช้อนโต๊ะ
น้ำตาลทราย: 1/2 ช้อนชา
กะเพรา: 1 กำมือ
พริกชี้ฟ้าเขียว: 1 ดอก
พริกขี้หนูสด: 2 ดอก
กระเทียมสับ 5-6 กลีบ: 1-2 ช้อนชา
น้ำมันมะกอก: 1 ช้อนโต๊ะ
น้ำอุ่น: 50 มล.""",38.2,116.2,274.9,2298.2
