ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories,วัตถุดิบ
ขนมจีนน้ำยากะทิไก่,"""กะทิ: 1 Kg
เนื้อไก่ส่วนหน้าอกต้ม: 500 กรัม
พริกแห้ง: 15-20 เม็ด
กระชายหั่น: 7 หัว
ตะไคร้ซอย: 3 ต้น
หัวหอมแดงหั่น: 7 หัว
ข่าหั่น: 1 หัว
กระเทียมซอย: 3 หัว
น้ำซุปที่เหลือจากต้มไก่: 2 ถ้วยตวง
เกลือป่น: 1 ช้อนโต๊ะ
น้ำปลา: 4 ช้อนโต๊ะ
น้ำตาลทราย: 2 ช้อนโต๊ะ
ใบมะกรูด: 10 ใบ
ลูกชิ้นปลา: 300 กรัม
ขนมจีน: 1 Kg""",105.8,74.5,499.1,3090.1,"กะทิ:, 1 Kg
เนื้อไก่ส่วนหน้าอกต้ม:, 500 กรัม
พริกแห้ง:, 15-20 เม็ด
กระชายหั่น:, 7 หัว
ตะไคร้ซอย:, 3 ต้น
หัวหอมแดงหั่น:, 7 หัว
ข่าหั่น:, 1 หัว
กระเทียมซอย:, 3 หัว
น้ำซุปที่เหลือจากต้มไก่:, 2 ถ้วยตวง
เกลือป่น:, 1 ช้อนโต๊ะ
น้ำปลา:, 4 ช้อนโต๊ะ
น้ำตาลทราย:, 2 ช้อนโต๊ะ
ใบมะกรูด:, 10 ใบ
ลูกชิ้นปลา:, 300 กรัม
ขนมจีน:, 1 Kg"
น้ำพริกหนุ่ม,"""พริกหนุ่ม: 15 เม็ด
หอมแดง: 10 หัว
กระเทียม: 5 หัว
เกลือ: 1/2 ช้อนชา
มะนาว: 2 ลูก
น้ำตาล: 1/2 ช้อนชา
ผงคนอร์(รสหมู): 1 ช้อนโต๊ะ
ผงชูรส (ไม่ชอบไม่ต้องใส่): 1/2 ช้อนชา""",29.1,13.5,220.8,1121.1,"พริกหนุ่ม:, 15 เม็ด
หอมแดง:, 10 หัว
กระเทียม:, 5 หัว
เกลือ:, 1/2 ช้อนชา
มะนาว:, 2 ลูก
น้ำตาล:, 1/2 ช้อนชา
ผงคนอร์(รสหมู):, 1 ช้อนโต๊ะ
ผงชูรส (ไม่ชอบไม่ต้องใส่):, 1/2 ช้อนชา"
หมูฮ้อง,"""หมูสามชั้น: 500 g
พริกไทยดำ-ขาว อย่างละ: 1 ช้อนโต๊ะ
กระเทียม: 2 ช้อนโต๊ะ
รากผักชี: 2 ช้อนโต๊ะ
อบเชย: 2 แท่ง
ดอกจันทร์: 3 ดอก
ซีอิ้วขาว: 3 ช้อนโต๊ะ
ซีอิ้วดำ: 1 ช้อนโต๊ะ
น้ำตาลทรายแดง: 2 ช้อนโต๊ะ
น้ำตาลปี๊บ: 1 ช้อนโต๊ะ
เกลือ: 1/2 ช้อนชา
ซุปรสหมูก้อนคนอร์: 1 ก้อน""",76.7,65.5,520.3,2977.5,"หมูสามชั้น:, 500 g
พริกไทยดำ-ขาว อย่างละ:, 1 ช้อนโต๊ะ
กระเทียม:, 2 ช้อนโต๊ะ
รากผักชี:, 2 ช้อนโต๊ะ
อบเชย:, 2 แท่ง
ดอกจันทร์:, 3 ดอก
ซีอิ้วขาว:, 3 ช้อนโต๊ะ
ซีอิ้วดำ:, 1 ช้อนโต๊ะ
น้ำตาลทรายแดง:, 2 ช้อนโต๊ะ
น้ำตาลปี๊บ:, 1 ช้อนโต๊ะ
เกลือ:, 1/2 ช้อนชา
ซุปรสหมูก้อนคนอร์:, 1 ก้อน"
ผัดกะเพราเนื้อสับ,"""เนื้อบด: 2 ขีด
ใบกะเพรา: 10 ใบ
กระเทียม: 5 กลีบ
พริกขี้หนูสวน: ตามใจชอบ
น้ำปลา: 1 ช้อนโต๊ะ
ซอสปรุงรส: 1 ช้อนโต๊ะ
ซอสหอยนางรม: 1 1/2 ช้อนโต๊ะ
น้ำตาล: 1 ช้อนชา
น้ำต้มสุก: 2-3 ช้อนโต๊ะ""",41.3,17.2,274.5,1418,"เนื้อบด:, 2 ขีด
ใบกะเพรา:, 10 ใบ
กระเทียม:, 5 กลีบ
พริกขี้หนูสวน: ตามใจชอบ
น้ำปลา:, 1 ช้อนโต๊ะ
ซอสปรุงรส:, 1 ช้อนโต๊ะ
ซอสหอยนางรม:, 1 1/2 ช้อนโต๊ะ
น้ำตาล:, 1 ช้อนชา
น้ำต้มสุก:, 2-3 ช้อนโต๊ะ"
แกงเขียวหวานตีนไก่,"""ตีนไก่: 1 กิโล
เนื้อไก่ส่วนสะโพก: 200 กรัม
กระทิคั้น(ซื้อที่ตลาด): 1 กิโล
พริกแกงเขียวหวาน: 300 กรัม
หน่อไม้ หรือ ยอดมะพร้าว: 200 กรัม
พริกชี้ฟ้าแดง: 5-6 เม็ด
ใบมะกรูด: 5 ใบ
ใบโหระพา: 2-3 กำมือ""",57.2,34.1,213.4,1389.3,"ตีนไก่:, 1 กิโล
เนื้อไก่ส่วนสะโพก:, 200 กรัม
กระทิคั้น(ซื้อที่ตลาด):, 1 กิโล
พริกแกงเขียวหวาน:, 300 กรัม
หน่อไม้ หรือ ยอดมะพร้าว:, 200 กรัม
พริกชี้ฟ้าแดง:, 5-6 เม็ด
ใบมะกรูด:, 5 ใบ
ใบโหระพา:, 2-3 กำมือ"
ต้มยำปลาทู,"""ปลาทูแม่กลอง (ตัวเล็ก): 10 ตัว
เครื่องต้มยำ / ข่า / ตะไคร้ /ใบมะกรูด: มีขายเป็นชุดๆ ใช้ 1 ชุด
มะนาว: 2 ลูก
มะเขือเทศ: 1 ลูก
พริกชี้ฟ้า: 3-4 เม็ด
เกลือ: 1 ช้อนชา
ผงปรุงรส: ตามใจชอบ
น้ำปลา: 2 ช้อนโต๊ะ""",43.9,12.5,202.4,1097.7,"ปลาทูแม่กลอง (ตัวเล็ก):, 10 ตัว
เครื่องต้มยำ / ข่า / ตะไคร้ /ใบมะกรูด: มีขายเป็นชุดๆ ใช้, 1 ชุด
มะนาว:, 2 ลูก
มะเขือเทศ:, 1 ลูก
พริกชี้ฟ้า:, 3-4 เม็ด
เกลือ:, 1 ช้อนชา
ผงปรุงรส: ตามใจชอบ
น้ำปลา:, 2 ช้อนโต๊ะ"
ข้าวคลุกกะปิ,"""กะปิ: 
ข้าวสวย: 
หมูสามชั้น: 
น้ำตาล: 
กระเทียม: 
เนื้อสัปปะรด: 
กุนเชียง: 
ไข่ไก่: 
ไข่เค็ม: 
ปลาทู: 
ถั่วฝักยาว: 
หอมแดง: 
พริกขี้หนู: 
มะม่วง: 
กุ้งแห้ง: 
ผักชี: 
ซีอิ้วดำ:""",226.5,107.9,459.3,3714.3,"กะปิ:
ข้าวสวย:
หมูสามชั้น:
น้ำตาล:
กระเทียม:
เนื้อสัปปะรด:
กุนเชียง:
ไข่ไก่:
ไข่เค็ม:
ปลาทู:
ถั่วฝักยาว:
หอมแดง:
พริกขี้หนู:
มะม่วง:
กุ้งแห้ง:
ผักชี:
ซีอิ้วดำ:"
มาม่าผัดกะเพราหมูสับ,"""บะหมี่กึ่งสำเร็จรูป(มาม่า)ลวก: 70 กรัม
หมูสับ: 40 กรัม
ใบกะเพรา: 1 ถ้วย
คนอร์ซอสข้นปรุงรส รสหมู: 1 ช้อนโต๊ะ
น้ำตาลทราย: 1 ช้อนชา
ซีอิ๊วดำ: 1 ช้อนชา
กระเทียม.: 4 กลีบ
พริกแดงจินดา: 8 เม็ด
น้ำมันพืช.: เล็กน้อย
น้ำเปล่า: เล็กน้อย""",46.9,138.7,270,2515.9,"บะหมี่กึ่งสำเร็จรูป(มาม่า)ลวก:, 70 กรัม
หมูสับ:, 40 กรัม
ใบกะเพรา:, 1 ถ้วย
คนอร์ซอสข้นปรุงรส รสหมู:, 1 ช้อนโต๊ะ
น้ำตาลทราย:, 1 ช้อนชา
ซีอิ๊วดำ:, 1 ช้อนชา
กระเทียม.:, 4 กลีบ
พริกแดงจินดา:, 8 เม็ด
น้ำมันพืช.: เล็กน้อย
น้ำเปล่า: เล็กน้อย"
ฉู่ฉี่ปลาทูสด,"""ปลาทูสด: 2 ตัวใหญ่
พริกแกงฉูฉี่: 1+1/2 ช้อนโต๊ะ
กะทิ: 1 ถ้วย(กล่องเล็ก)
ใบมะกรูดซอย: 3 ใบ
พริกชี้ฟ้าหั่น: 2 เม็ด
น้ำปลา: 1/2-1 ช้อนโต๊ะ
น้ำตาลปี๊บ: 1/2-1 ช้อนโต๊ะ
ผงคนอร์อร่อยชัวร์: 1 ช้อนชา""",71.7,36.4,255.4,1636,"ปลาทูสด:, 2 ตัวใหญ่
พริกแกงฉูฉี่:, 1+1/2 ช้อนโต๊ะ
กะทิ:, 1 ถ้วย(กล่องเล็ก)
ใบมะกรูดซอย:, 3 ใบ
พริกชี้ฟ้าหั่น:, 2 เม็ด
น้ำปลา:, 1/2-1 ช้อนโต๊ะ
น้ำตาลปี๊บ:, 1/2-1 ช้อนโต๊ะ
ผงคนอร์อร่อยชัวร์:, 1 ช้อนชา"
มาม่าผัดต้มยำกุ้ง,"""เส้นบะหมี่กึ่งสำเร็จรูป: 50กรัม
เห็ดฟาง: 40กรัม
กุ้งสดปอกเปลือกผ่าหลัง: 3ตัว
พริกเผา: 1ช้อนโต๊ะ
ซอสหอยนางรม: 1ช้อนโต๊ะ
น้ำปลา: 1ช้อนโต๊ะ
น้ำตาลทราย: 1ช้อนชา
ตะไคร้ทุบหั่นท่อนเล็ก: 2ต้า
หอมแดง: 3หัว
ข่าสับ: 1ช้อนโต๊ะ
ใบมะกรูดฉีก: 6ใบ
พริกแดงจินดา: 8เม็ด
กระเทียม: 5กลีบ
คนอร์ อร่อยชัวร์ ผงรสไก่: 1ช้อนชา
มะนาว: 1/2ลูก
น้ำมันพืช:""",65.9,140.7,389.6,3088.3,"เส้นบะหมี่กึ่งสำเร็จรูป:, 50กรัม
เห็ดฟาง:, 40กรัม
กุ้งสดปอกเปลือกผ่าหลัง:, 3ตัว
พริกเผา:, 1ช้อนโต๊ะ
ซอสหอยนางรม:, 1ช้อนโต๊ะ
น้ำปลา:, 1ช้อนโต๊ะ
น้ำตาลทราย:, 1ช้อนชา
ตะไคร้ทุบหั่นท่อนเล็ก:, 2ต้า
หอมแดง:, 3หัว
ข่าสับ:, 1ช้อนโต๊ะ
ใบมะกรูดฉีก:, 6ใบ
พริกแดงจินดา:, 8เม็ด
กระเทียม:, 5กลีบ
คนอร์ อร่อยชัวร์ ผงรสไก่:, 1ช้อนชา
มะนาว:, 1/2ลูก
น้ำมันพืช:"
โรลข้าวน้ำพริกกะปิ,"""น้ำพริกกะปิ: 1 ถ้วยตวง
ปลาทูย่างสุก: 2 ตัว
แตงกวา: 2 ลูก
แครอท: 1 ลูก
ชะอม (หั่นซอย): 1 ถ้วยตวง
ไข่ไก่: 1 ฟอง
ข้าวสวย: 1 ถ้วยตวง""",43,32.4,121.1,948,"น้ำพริกกะปิ:, 1 ถ้วยตวง
ปลาทูย่างสุก:, 2 ตัว
แตงกวา:, 2 ลูก
แครอท:, 1 ลูก
ชะอม (หั่นซอย):, 1 ถ้วยตวง
ไข่ไก่:, 1 ฟอง
ข้าวสวย:, 1 ถ้วยตวง"
แกงส้มผักรวมเจ,"""พริกแกงส้มเจ: 3 ช้อนโต๊ะ
ถั่วเน่า(ใช้แทนกะปิ): 1/2 แผ่น
ขาเห็ดนางฟ้าต้ม: 10 ขา
น้ำตาลปี๊บ: 1 ช้อนชา
น้ำมะขามเปียก: 3 ช้อนโต๊ะ
เกลือ: 1 ช้อนชา
ผงปรุงรสเห็ดหอมเจ: 1 ช้อนชา
ถั่วฟักยาว: 5 ฟัก
หัวไชเท้า: 1/2 หัว
เห็ดนางฟ้าส่วนดอก: 10 ดอก
กวางตุ้ง: 3 ต้น
ดอกแค: 1 ถ้วย
น้ำเปล่า: 6 ถ้วย""",50.3,24.6,315.2,1683.4,"พริกแกงส้มเจ:, 3 ช้อนโต๊ะ
ถั่วเน่า(ใช้แทนกะปิ):, 1/2 แผ่น
ขาเห็ดนางฟ้าต้ม:, 10 ขา
น้ำตาลปี๊บ:, 1 ช้อนชา
น้ำมะขามเปียก:, 3 ช้อนโต๊ะ
เกลือ:, 1 ช้อนชา
ผงปรุงรสเห็ดหอมเจ:, 1 ช้อนชา
ถั่วฟักยาว:, 5 ฟัก
หัวไชเท้า:, 1/2 หัว
เห็ดนางฟ้าส่วนดอก:, 10 ดอก
กวางตุ้ง:, 3 ต้น
ดอกแค:, 1 ถ้วย
น้ำเปล่า:, 6 ถ้วย"
ผัดไทยกุ้งสด หัวกุ้งทอดกรอบ,"""เส้นหมี่: 1 ห่อ 200 กรัม
กุ้งสด: 8 ตัว
กุยช่าย: ตามชอบ
หอมแดง: 5 หัว
พริกแห้ง: 5
กระเทียม: 3 หัว
น้ำมะขาม: 3 ช้อนโต๊ะ
น้ำตาลทราย: 1 ช้อนโต๊ะ
เต้าหู้ขาว: ตามชอบ
ถั่วงอก: ตามชอบ
น้ำปลา:""",97.1,67.8,358.6,2433,"เส้นหมี่:, 1 ห่อ 200 กรัม
กุ้งสด:, 8 ตัว
กุยช่าย: ตามชอบ
หอมแดง:, 5 หัว
พริกแห้ง:, 5
กระเทียม:, 3 หัว
น้ำมะขาม:, 3 ช้อนโต๊ะ
น้ำตาลทราย:, 1 ช้อนโต๊ะ
เต้าหู้ขาว: ตามชอบ
ถั่วงอก: ตามชอบ
น้ำปลา:"
